"species","GCA","analysis_node","filtered_microRNA_score","N50","BUSCO_filled","BUSCO_Score","MirMachine.version","Total.families.searched","miRNA.score","Model"
"Crambus_lathoniellus","GCA_949710035.1","Lepidoptera",76.12,3506311,"C:92.9%[S:88.6%,D:4.3%],F:3.6%,M:3.5%,n:5286",92.9,"0.2.13",67,82.2581,"proto"
"Bombus_turneri","GCA_014825825.1","Endopterygota",70.31,442685,"C:93.7%[S:93.4%,D:0.3%],F:2.3%,M:4.0%,n:5991",93.7,"0.2.13",64,73.7705,"proto"
"Ectropis_crepuscularia","GCA_963693475.1","Lepidoptera",68.66,29166000,"C:95.8%[S:94.9%,D:0.9%],F:1.2%,M:3.0%,n:5286",95.8,"0.2.13",67,74.1935,"proto"
"Subacronicta_megacephala","GCA_958496365.1","Lepidoptera",70.15,981990,"C:93.4%[S:89.5%,D:3.9%],F:2.4%,M:4.2%,n:5286",93.4,"0.2.13",67,75.8065,"proto"
"Oryzias_latipes","GCA_947078785.1","Clupeocephala",79.82,1371104,"C:95.6%[S:94.7%,D:0.9%],F:1.7%,M:2.7%,n:3640",95.6,"0.2.13",114,90.099,"deutero"
"Dilophus_febrilis","GCA_958336335.1","Diptera",62.69,1419977,"C:91.8%[S:90.8%,D:1.0%],F:0.9%,M:7.3%,n:3285",91.8,"0.2.13",67,67.7419,"proto"
"Mythimna_separata","GCA_020882275.1","Lepidoptera",71.64,3403396,"C:96.6%[S:95.2%,D:1.4%],F:1.1%,M:2.3%,n:5286",96.6,"0.2.13",67,77.4194,"proto"
"Nowickia_ferox","GCA_936439885.1","Diptera",68.66,35222213,"C:94.9%[S:91.0%,D:3.9%],F:3.0%,M:2.1%,n:3285",94.9,"0.2.13",67,74.1935,"proto"
"Cranoglanis_bouderius","GCA_023630585.1","Clupeocephala",77.19,19474971,"C:96.9%[S:95.1%,D:1.8%],F:1.0%,M:2.1%,n:3640",96.9,"0.2.13",114,87.1287,"deutero"
"Homo_sapiens","GCA_042077015.1","Catarrhini",74.29,135445018,"C:95.6%[S:95.1%,D:0.5%],F:0.4%,M:4.0%,n:13780",95.6,"0.2.13",245,87.5,"deutero"
"Vespula_vulgaris","GCA_905404185.1","Endopterygota",65.62,849164,"C:91.5%[S:90.4%,D:1.1%],F:2.6%,M:5.9%,n:5991",91.5,"0.2.13",64,68.8525,"proto"
"Vespertilio_murinus","GCA_963924515.1","Laurasiatheria",60.37,3319810,"C:96.2%[S:95.0%,D:1.2%],F:0.8%,M:3.0%,n:12234",96.2,"0.2.13",217,68.9474,"deutero"
"Cheilosia_grossa","GCA_963082955.1","Diptera",76.12,5391216,"C:94.8%[S:86.3%,D:8.5%],F:1.5%,M:3.7%,n:3285",94.8,"0.2.13",67,82.2581,"proto"
"Homo_sapiens","GCA_018505825.1","Catarrhini",84.49,23115113,"C:98.9%[S:98.5%,D:0.4%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Hylaea_fasciaria","GCA_905147375.1","Lepidoptera",71.64,11053481,"C:90.7%[S:88.5%,D:2.2%],F:3.0%,M:6.3%,n:5286",90.7,"0.2.13",67,77.4194,"proto"
"Biston_betularia","GCA_905404145.2","Lepidoptera",74.63,14013682,"C:97.2%[S:96.7%,D:0.5%],F:1.0%,M:1.8%,n:5286",97.2,"0.2.13",67,80.6452,"proto"
"Ovis_aries","GCA_022538005.1","Laurasiatheria",77.88,68301688,"C:95.6%[S:93.9%,D:1.7%],F:1.4%,M:3.0%,n:13335",95.6,"0.2.13",217,88.9474,"deutero"
"Ovis_aries","GCA_016772045.1","Laurasiatheria",77.88,43178051,"C:96.8%[S:95.8%,D:1.0%],F:1.1%,M:2.1%,n:12234",96.8,"0.2.13",217,88.9474,"deutero"
"Homo_sapiens","GCA_018504065.1","Catarrhini",84.49,22438397,"C:98.9%[S:98.6%,D:0.3%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Spodoptera_litura","GCA_002706865.3","Lepidoptera",71.64,68785,"C:96.4%[S:95.5%,D:0.9%],F:0.8%,M:2.8%,n:5286",96.4,"0.2.13",67,77.4194,"proto"
"Rutpela_maculata","GCA_936432065.2","Endopterygota",78.12,4272090,"C:96.2%[S:94.5%,D:1.7%],F:2.3%,M:1.5%,n:2124",96.2,"0.2.13",64,81.9672,"proto"
"Chloroclysta_siterata","GCA_932294285.1","Lepidoptera",68.66,6796109,"C:97.0%[S:96.5%,D:0.5%],F:1.0%,M:2.0%,n:5286",97,"0.2.13",67,74.1935,"proto"
"Engraulis_encrasicolus","GCA_034702125.1","Clupeocephala",78.07,1448200,"C:90.8%[S:88.0%,D:2.8%],F:2.0%,M:7.2%,n:3640",90.8,"0.2.13",114,88.1188,"deutero"
"Sparus_aurata","GCA_900880675.2","Clupeocephala",85.09,2862625,"C:91.5%[S:89.6%,D:1.9%],F:1.1%,M:7.4%,n:3640",91.5,"0.2.13",114,96.0396,"deutero"
"Planococcus_citri","GCA_950023065.1","Neoptera",59.68,23636000,"C:95.1%[S:86.7%,D:8.4%],F:0.4%,M:4.5%,n:2510",95.1,"0.2.13",62,62.7119,"proto"
"Carassius_carassius","GCA_963082965.1","Clupeocephala",83.33,3822391,"C:96.3%[S:43.0%,D:53.3%],F:0.5%,M:3.2%,n:3640",96.3,"0.2.13",114,94.0594,"deutero"
"Pocillopora_verrucosa","GCA_014529365.1","Cnidaria",33.33,75683,"C:94.2%[S:91.7%,D:2.5%],F:2.8%,M:3.0%,n:954",94.2,"0.2.13",3,33.3333,"combined"
"Poecilus_cupreus","GCA_963942605.1","Endopterygota",75,4481000,"C:95.7%[S:94.6%,D:1.1%],F:0.7%,M:3.6%,n:2124",95.7,"0.2.13",64,78.6885,"proto"
"Nomascus_leucogenys","GCA_006542625.1","Catarrhini",78.37,12782853,"C:95.8%[S:95.0%,D:0.8%],F:0.9%,M:3.3%,n:13780",95.8,"0.2.13",245,92.3077,"deutero"
"Pararge_aegeria","GCA_905163445.1","Lepidoptera",74.63,19375358,"C:96.4%[S:96.0%,D:0.4%],F:0.7%,M:2.9%,n:5286",96.4,"0.2.13",67,80.6452,"proto"
"Cryptocephalus_moraei","GCA_946251905.1","Endopterygota",71.88,9642473,"C:97.3%[S:95.9%,D:1.4%],F:0.8%,M:1.9%,n:2124",97.3,"0.2.13",64,75.4098,"proto"
"Carterocephalus_palaemon","GCA_944567795.1","Lepidoptera",65.67,1715018,"C:78.4%[S:75.5%,D:2.9%],F:3.8%,M:17.8%,n:5286",78.4,"0.2.13",67,70.9677,"proto"
"Microctonus_aethiopoides","GCA_030347275.1","Endopterygota",67.19,27576,"C:94.0%[S:93.4%,D:0.6%],F:1.6%,M:4.4%,n:5991",94,"0.2.13",64,70.4918,"proto"
"Lomographa_temerata","GCA_964199915.1","Lepidoptera",70.15,8235691,"C:90.7%[S:89.6%,D:1.1%],F:2.8%,M:6.5%,n:5286",90.7,"0.2.13",67,75.8065,"proto"
"Acronicta_aceris","GCA_910591495.2","Lepidoptera",67.16,932476,"C:84.2%[S:81.7%,D:2.5%],F:2.7%,M:13.1%,n:5286",84.2,"0.2.13",67,72.5806,"proto"
"Micropterix_aruncella","GCA_944547385.1","Lepidoptera",55.22,124179,"C:70.6%[S:68.3%,D:2.3%],F:3.0%,M:26.4%,n:5286",70.6,"0.2.13",67,59.6774,"proto"
"Sthenelais_limicola","GCA_942159475.1","Annelida",68.75,10232024,"C:97.1%[S:96.1%,D:1.0%],F:1.6%,M:1.3%,n:954",97.1,"0.2.13",64,68.75,"proto"
"Dryobotodes_eremita","GCA_917490735.1","Lepidoptera",70.15,22620483,"C:93.3%[S:90.9%,D:2.4%],F:2.8%,M:3.9%,n:5286",93.3,"0.2.13",67,75.8065,"proto"
"Brachylomia_viminalis","GCA_937001565.1","Lepidoptera",65.67,1513646,"C:89.3%[S:86.7%,D:2.6%],F:2.9%,M:7.8%,n:5286",89.3,"0.2.13",67,70.9677,"proto"
"Apotomis_betuletana","GCA_932273695.1","Lepidoptera",74.63,12393000,"C:93.7%[S:90.8%,D:2.9%],F:2.9%,M:3.4%,n:5286",93.7,"0.2.13",67,80.6452,"proto"
"Alviniconcha_marisindica","GCA_018857735.1","Mollusca",80.77,727552,"C:85.9%[S:84.9%,D:1.0%],F:2.6%,M:11.5%,n:5295",85.9,"0.2.13",52,80.7692,"proto"
"Cancer_borealis","GCA_036785275.1","Pancrustacea",62.26,53939,"C:88.9%[S:85.1%,D:3.8%],F:3.7%,M:7.4%,n:1013",88.9,"0.2.13",53,63.4615,"proto"
"Biomphalaria_glabrata","GCA_947242115.1","Mollusca",76.92,10774472,"C:96.5%[S:95.5%,D:1.0%],F:0.9%,M:2.6%,n:5295",96.5,"0.2.13",52,76.9231,"proto"
"Brenthis_ino","GCA_921882275.1","Lepidoptera",76.12,9585547,"C:96.4%[S:94.5%,D:1.9%],F:1.9%,M:1.7%,n:5286",96.4,"0.2.13",67,82.2581,"proto"
"Beris_chalybata","GCA_949128065.1","Diptera",67.16,12861354,"C:93.2%[S:85.6%,D:7.6%],F:2.4%,M:4.4%,n:3285",93.2,"0.2.13",67,72.5806,"proto"
"Zeuzera_pyrina","GCA_907165235.1","Lepidoptera",71.64,23452699,"C:90.2%[S:87.9%,D:2.3%],F:4.2%,M:5.6%,n:5286",90.2,"0.2.13",67,77.4194,"proto"
"Suillia_variegata","GCA_949127995.1","Diptera",73.13,2752696,"C:96.7%[S:86.8%,D:9.9%],F:1.3%,M:2.0%,n:3285",96.7,"0.2.13",67,79.0323,"proto"
"Anguilla_japonica","GCA_025169545.1","Neopterygii",81.98,21484275,"C:91.7%[S:83.3%,D:8.4%],F:3.1%,M:5.2%,n:3640",91.7,"0.2.13",111,92.8571,"deutero"
"Phragmatobia_fuliginosa","GCA_932526445.1","Lepidoptera",74.63,14057552,"C:97.2%[S:96.1%,D:1.1%],F:0.7%,M:2.1%,n:5286",97.2,"0.2.13",67,80.6452,"proto"
"Moxostoma_hubbsi","GCA_032164185.1","Clupeocephala",81.58,32686730,"C:97.9%[S:48.3%,D:49.6%],F:0.5%,M:1.6%,n:3640",97.9,"0.2.13",114,92.0792,"deutero"
"Agelastica_alni","GCA_950111635.1","Endopterygota",75,4545743,"C:97.5%[S:95.9%,D:1.6%],F:0.6%,M:1.9%,n:2124",97.5,"0.2.13",64,78.6885,"proto"
"Acropora_acuminata","GCA_014633975.1","Cnidaria",33.33,51873,"C:91.9%[S:88.7%,D:3.2%],F:2.2%,M:5.9%,n:954",91.9,"0.2.13",3,33.3333,"combined"
"Bombus_hortorum","GCA_905332935.1","Endopterygota",70.31,10578496,"C:93.9%[S:93.7%,D:0.2%],F:2.5%,M:3.6%,n:5991",93.9,"0.2.13",64,73.7705,"proto"
"Cantharis_flavilabris","GCA_949152465.1","Endopterygota",70.31,10505090,"C:97.8%[S:91.4%,D:6.4%],F:1.1%,M:1.1%,n:2124",97.8,"0.2.13",64,73.7705,"proto"
"Homo_sapiens","GCA_042076545.1","Catarrhini",84.49,106929703,"C:98.5%[S:97.9%,D:0.6%],F:0.4%,M:1.1%,n:13780",98.5,"0.2.13",245,99.5192,"deutero"
"Microctonus_brassicae","GCA_940306215.1","Endopterygota",67.19,4630922,"C:93.7%[S:90.2%,D:3.5%],F:2.1%,M:4.2%,n:5991",93.7,"0.2.13",64,70.4918,"proto"
"Thera_obeliscata","GCA_947581545.1","Lepidoptera",71.64,2639505,"C:95.0%[S:94.1%,D:0.9%],F:0.9%,M:4.1%,n:5286",95,"0.2.13",67,77.4194,"proto"
"Drepana_falcataria","GCA_945859695.1","Lepidoptera",73.13,5205332,"C:95.5%[S:94.9%,D:0.6%],F:1.2%,M:3.3%,n:5286",95.5,"0.2.13",67,79.0323,"proto"
"Onychomys_torridus","GCA_949787125.1","Glires",71.36,2287010,"C:95.5%[S:94.8%,D:0.7%],F:1.1%,M:3.4%,n:13798",95.5,"0.2.13",220,82.199,"deutero"
"Ecliptopera_silaceata","GCA_932527285.1","Lepidoptera",67.16,3934594,"C:95.6%[S:93.2%,D:2.4%],F:1.7%,M:2.7%,n:5286",95.6,"0.2.13",67,72.5806,"proto"
"Halyzia_sedecimguttata","GCA_937662695.2","Endopterygota",68.75,14028202,"C:90.5%[S:86.3%,D:4.2%],F:4.5%,M:5.0%,n:2124",90.5,"0.2.13",64,72.1311,"proto"
"Oligia_latruncula","GCA_948474745.1","Lepidoptera",70.15,9599730,"C:93.8%[S:90.0%,D:3.8%],F:2.4%,M:3.8%,n:5286",93.8,"0.2.13",67,75.8065,"proto"
"Canis_lupus_familiaris","GCA_008641055.3","Laurasiatheria",82.95,20914347,"C:94.1%[S:92.5%,D:1.6%],F:1.0%,M:4.9%,n:14502",94.1,"0.2.13",217,94.7368,"deutero"
"Thaleichthys_pacificus","GCA_023658055.1","Clupeocephala",79.82,928839,"C:91.9%[S:89.6%,D:2.3%],F:2.8%,M:5.3%,n:3640",91.9,"0.2.13",114,90.099,"deutero"
"Xestia_xanthographa","GCA_905147755.1","Lepidoptera",70.15,2208737,"C:92.2%[S:91.3%,D:0.9%],F:1.1%,M:6.7%,n:5286",92.2,"0.2.13",67,75.8065,"proto"
"Philonthus_cognatus","GCA_932526585.2","Endopterygota",75,29486216,"C:97.1%[S:94.9%,D:2.2%],F:1.3%,M:1.6%,n:2124",97.1,"0.2.13",64,78.6885,"proto"
"Anas_platyrhynchos","GCA_015476345.1","Neognathae",78.12,5679408,"C:94.8%[S:93.8%,D:1.0%],F:1.9%,M:3.3%,n:8338",94.8,"0.2.13",128,88.4956,"deutero"
"Aplocera_efformata","GCA_921293035.1","Lepidoptera",58.21,2280523,"C:72.5%[S:71.9%,D:0.6%],F:1.1%,M:26.4%,n:5286",72.5,"0.2.13",67,62.9032,"proto"
"Calypte_anna","GCA_003957555.2","Neoaves",78.29,14522327,"C:93.2%[S:92.7%,D:0.5%],F:1.7%,M:5.1%,n:8338",93.2,"0.2.13",129,88.5965,"deutero"
"Emmelina_monodactyla","GCA_916618085.2","Lepidoptera",46.27,3543154,"C:80.3%[S:79.2%,D:1.1%],F:1.1%,M:18.6%,n:5286",80.3,"0.2.13",67,50,"proto"
"Endotricha_flammealis","GCA_905160925.1","Lepidoptera",74.63,509714,"C:89.2%[S:85.4%,D:3.8%],F:2.4%,M:8.4%,n:5286",89.2,"0.2.13",67,80.6452,"proto"
"Cheilosia_vulpina","GCA_916610195.1","Diptera",73.13,1331306,"C:89.0%[S:84.7%,D:4.3%],F:2.2%,M:8.8%,n:3285",89,"0.2.13",67,79.0323,"proto"
"Cosmia_pyralina","GCA_946251885.1","Lepidoptera",70.15,9434096,"C:93.4%[S:90.6%,D:2.8%],F:3.0%,M:3.6%,n:5286",93.4,"0.2.13",67,75.8065,"proto"
"Calliopum_simillimum","GCA_951812925.1","Diptera",71.64,1796794,"C:94.9%[S:85.1%,D:9.8%],F:2.3%,M:2.8%,n:3285",94.9,"0.2.13",67,77.4194,"proto"
"Apotomis_capreana","GCA_947623195.1","Lepidoptera",73.13,971924,"C:90.8%[S:86.1%,D:4.7%],F:2.5%,M:6.7%,n:5286",90.8,"0.2.13",67,79.0323,"proto"
"Leucozona_laternaria","GCA_932273905.1","Diptera",77.61,587281,"C:94.6%[S:93.5%,D:1.1%],F:1.3%,M:4.1%,n:3285",94.6,"0.2.13",67,83.871,"proto"
"Idaea_aversata","GCA_907269075.1","Lepidoptera",71.64,14903667,"C:93.7%[S:93.2%,D:0.5%],F:1.8%,M:4.5%,n:5286",93.7,"0.2.13",67,77.4194,"proto"
"Silurus_meridionalis","GCA_023972475.1","Clupeocephala",78.07,109837,"C:95.5%[S:94.2%,D:1.3%],F:1.4%,M:3.1%,n:3640",95.5,"0.2.13",114,88.1188,"deutero"
"Lamellibrachia_columna","GCA_963662155.1","Annelida",62.5,1934533,"C:96.4%[S:95.4%,D:1.0%],F:2.1%,M:1.5%,n:954",96.4,"0.2.13",64,62.5,"proto"
"Choloepus_didactylus","GCA_015220235.1","Eutheria",72.09,20994632,"C:94.9%[S:91.1%,D:3.8%],F:1.1%,M:4.0%,n:11366",94.9,"0.2.13",215,82.4468,"deutero"
"Deilephila_porcellus","GCA_905220455.2","Lepidoptera",71.64,14884985,"C:93.7%[S:91.7%,D:2.0%],F:2.4%,M:3.9%,n:5286",93.7,"0.2.13",67,77.4194,"proto"
"Strigamia_acuminata","GCA_949358305.1","Arthropoda",91.67,1815963,"C:95.2%[S:90.8%,D:4.4%],F:2.0%,M:2.8%,n:1013",95.2,"0.2.13",48,93.617,"proto"
"Diaphora_mendica","GCA_949125395.1","Lepidoptera",71.64,12739191,"C:95.3%[S:93.8%,D:1.5%],F:1.0%,M:3.7%,n:5286",95.3,"0.2.13",67,77.4194,"proto"
"Sternotherus_odoratus","GCA_032164245.1","Archelosauria",86.44,17031157,"C:92.2%[S:91.3%,D:0.9%],F:1.1%,M:6.7%,n:7480",92.2,"0.2.13",118,95.3271,"deutero"
"Bibio_marci","GCA_910594895.1","Diptera",65.67,2979294,"C:92.3%[S:90.8%,D:1.5%],F:0.6%,M:7.1%,n:3285",92.3,"0.2.13",67,70.9677,"proto"
"Ceratotherium_simum_simum","GCA_023653735.1","Laurasiatheria",81.11,50391373,"C:97.8%[S:97.0%,D:0.8%],F:0.8%,M:1.4%,n:12234",97.8,"0.2.13",217,92.6316,"deutero"
"Hipparchia_semele","GCA_933228805.2","Lepidoptera",73.13,14523314,"C:93.5%[S:91.5%,D:2.0%],F:2.1%,M:4.4%,n:5286",93.5,"0.2.13",67,79.0323,"proto"
"Homo_sapiens","GCA_018470465.1","Catarrhini",84.49,29113777,"C:98.9%[S:98.2%,D:0.7%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Autographa_pulchrina","GCA_905475435.1","Lepidoptera",71.64,6280402,"C:92.6%[S:90.2%,D:2.4%],F:0.8%,M:6.6%,n:5286",92.6,"0.2.13",67,77.4194,"proto"
"Ypsolopha_sequella","GCA_934047225.1","Lepidoptera",71.64,20841000,"C:92.8%[S:89.5%,D:3.3%],F:3.2%,M:4.0%,n:5286",92.8,"0.2.13",67,77.4194,"proto"
"Ovis_aries","GCA_011170295.1","Laurasiatheria",77.42,8699377,"C:95.4%[S:93.7%,D:1.7%],F:1.5%,M:3.1%,n:13335",95.4,"0.2.13",217,88.4211,"deutero"
"Bombus_waltoni","GCA_014737395.1","Endopterygota",70.31,1152409,"C:93.9%[S:93.7%,D:0.2%],F:2.3%,M:3.8%,n:5991",93.9,"0.2.13",64,73.7705,"proto"
"Lithophane_leautieri","GCA_949152455.1","Lepidoptera",70.15,9651505,"C:95.1%[S:94.5%,D:0.6%],F:1.0%,M:3.9%,n:5286",95.1,"0.2.13",67,75.8065,"proto"
"Metridium_senile","GCA_949775045.1","Cnidaria",0,1819000,"C:96.1%[S:95.5%,D:0.6%],F:1.2%,M:2.7%,n:954",96.1,"0.2.13",3,0,"combined"
"Martes_martes","GCA_963455335.1","Laurasiatheria",77.42,1599794,"C:95.7%[S:95.0%,D:0.7%],F:0.9%,M:3.4%,n:14502",95.7,"0.2.13",217,88.4211,"deutero"
"Artibeus_jamaicensis","GCA_014825515.1","Laurasiatheria",65.44,374929,"C:94.0%[S:93.2%,D:0.8%],F:1.8%,M:4.2%,n:12234",94,"0.2.13",217,74.7368,"deutero"
"Synanthedon_myopaeformis","GCA_944738685.1","Lepidoptera",71.64,10360151,"C:93.6%[S:91.2%,D:2.4%],F:2.3%,M:4.1%,n:5286",93.6,"0.2.13",67,77.4194,"proto"
"Xanthostigma_xanthostigma","GCA_963575645.1","Endopterygota",81.25,18004000,"C:95.6%[S:94.6%,D:1.0%],F:2.2%,M:2.2%,n:2124",95.6,"0.2.13",64,85.2459,"proto"
"Crambus_lathoniellus","GCA_949710025.1","Lepidoptera",76.12,605282,"C:91.0%[S:86.0%,D:5.0%],F:4.0%,M:5.0%,n:5286",91,"0.2.13",67,82.2581,"proto"
"Puffinus_mauretanicus","GCA_023333565.1","Neoaves",84.5,2082814,"C:91.7%[S:91.3%,D:0.4%],F:2.4%,M:5.9%,n:8338",91.7,"0.2.13",129,95.614,"deutero"
"Eristalis_tenax","GCA_905231855.2","Diptera",73.13,6649640,"C:96.3%[S:95.5%,D:0.8%],F:0.6%,M:3.1%,n:3285",96.3,"0.2.13",67,79.0323,"proto"
"Gallus_gallus","GCA_016700215.2","Neognathae",81.25,17744542,"C:97.3%[S:96.9%,D:0.4%],F:0.9%,M:1.8%,n:8338",97.3,"0.2.13",128,92.0354,"deutero"
"Agonopterix_subpropinquella","GCA_922987765.1","Lepidoptera",73.13,1661456,"C:93.0%[S:90.1%,D:2.9%],F:3.5%,M:3.5%,n:5286",93,"0.2.13",67,79.0323,"proto"
"Phalera_bucephala","GCA_905147815.2","Lepidoptera",73.13,8469804,"C:97.1%[S:96.2%,D:0.9%],F:0.9%,M:2.0%,n:5286",97.1,"0.2.13",67,79.0323,"proto"
"Nycticebus_coucang","GCA_027406575.1","Euarchontoglires",75.8,41197715,"C:93.8%[S:91.7%,D:2.1%],F:0.8%,M:5.4%,n:13780",93.8,"0.2.13",219,87.3684,"deutero"
"Sardina_pilchardus","GCA_963854185.1","Clupeocephala",78.07,1117303,"C:95.2%[S:92.8%,D:2.4%],F:1.1%,M:3.7%,n:3640",95.2,"0.2.13",114,88.1188,"deutero"
"Apomyelois_bistriatella","GCA_947044815.1","Lepidoptera",76.12,13351333,"C:95.0%[S:92.7%,D:2.3%],F:2.1%,M:2.9%,n:5286",95,"0.2.13",67,82.2581,"proto"
"Thera_firmata","GCA_964188155.1","Lepidoptera",70.15,1739776,"C:93.1%[S:92.1%,D:1.0%],F:2.1%,M:4.8%,n:5286",93.1,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018469425.1","Catarrhini",84.08,44773628,"C:99.0%[S:98.4%,D:0.6%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.0385,"deutero"
"Zygaena_filipendulae","GCA_907165275.2","Lepidoptera",67.16,12640274,"C:96.8%[S:96.3%,D:0.5%],F:0.7%,M:2.5%,n:5286",96.8,"0.2.13",67,72.5806,"proto"
"Oligia_fasciuncula","GCA_963082905.1","Lepidoptera",70.15,11923736,"C:93.5%[S:89.4%,D:4.1%],F:3.0%,M:3.5%,n:5286",93.5,"0.2.13",67,75.8065,"proto"
"Microctonus_aethiopoides","GCA_030272655.1","Endopterygota",67.19,8558,"C:85.9%[S:85.4%,D:0.5%],F:5.6%,M:8.5%,n:5991",85.9,"0.2.13",64,70.4918,"proto"
"Onychomys_arenicola","GCA_949786405.1","Glires",72.27,26219289,"C:97.3%[S:96.6%,D:0.7%],F:0.6%,M:2.1%,n:13798",97.3,"0.2.13",220,83.2461,"deutero"
"Megalobrama_amblycephala","GCA_018812025.1","Clupeocephala",83.33,2576066,"C:96.3%[S:94.5%,D:1.8%],F:1.2%,M:2.5%,n:3640",96.3,"0.2.13",114,94.0594,"deutero"
"Pampus_argenteus","GCA_036321115.1","Clupeocephala",85.09,20443437,"C:96.8%[S:96.0%,D:0.8%],F:0.8%,M:2.4%,n:3640",96.8,"0.2.13",114,96.0396,"deutero"
"Electrophorus_electricus","GCA_013358815.1","Clupeocephala",78.07,7062559,"C:92.7%[S:90.7%,D:2.0%],F:2.7%,M:4.6%,n:3640",92.7,"0.2.13",114,88.1188,"deutero"
"Drymonia_ruficornis","GCA_947859195.1","Lepidoptera",71.64,6453494,"C:94.6%[S:93.8%,D:0.8%],F:1.2%,M:4.2%,n:5286",94.6,"0.2.13",67,77.4194,"proto"
"Dolichovespula_media","GCA_911387715.2","Endopterygota",62.5,497929,"C:92.4%[S:91.7%,D:0.7%],F:1.5%,M:6.1%,n:5991",92.4,"0.2.13",64,65.5738,"proto"
"Manduca_sexta","GCA_014839805.1","Lepidoptera",73.13,424948,"C:97.0%[S:91.4%,D:5.6%],F:1.1%,M:1.9%,n:5286",97,"0.2.13",67,79.0323,"proto"
"Manduca_sexta","GCA_014839805.1","Lepidoptera",73.13,424948,"C:99.0%[S:91.5%,D:7.5%],F:0.2%,M:0.8%,n:5286",99,"0.2.13",67,79.0323,"proto"
"Homo_sapiens","GCA_018504045.1","Catarrhini",74.29,29118474,"C:95.7%[S:95.2%,D:0.5%],F:0.2%,M:4.1%,n:13780",95.7,"0.2.13",245,87.5,"deutero"
"Gallus_gallus","GCA_000002315.5","Neognathae",82.81,17655422,"C:97.1%[S:96.7%,D:0.4%],F:1.0%,M:1.9%,n:8338",97.1,"0.2.13",128,93.8053,"deutero"
"Ennomos_fuscantarius","GCA_905220475.2","Lepidoptera",73.13,15530408,"C:97.2%[S:96.7%,D:0.5%],F:0.8%,M:2.0%,n:5286",97.2,"0.2.13",67,79.0323,"proto"
"Sylvia_atricapilla","GCA_009819655.1","Neoaves",79.84,7345957,"C:87.5%[S:86.4%,D:1.1%],F:2.3%,M:10.2%,n:10844",87.5,"0.2.13",129,90.3509,"deutero"
"Papilio_machaon","GCA_912999765.2","Lepidoptera",70.15,6035325,"C:92.1%[S:91.6%,D:0.5%],F:0.9%,M:7.0%,n:5286",92.1,"0.2.13",67,75.8065,"proto"
"Apamea_monoglypha","GCA_911387795.2","Lepidoptera",70.15,9140809,"C:93.3%[S:90.5%,D:2.8%],F:2.8%,M:3.9%,n:5286",93.3,"0.2.13",67,75.8065,"proto"
"Homo_sapiens","GCA_018505845.1","Catarrhini",84.49,18860066,"C:98.9%[S:98.5%,D:0.4%],F:0.2%,M:0.9%,n:13780",98.9,"0.2.13",245,99.5192,"deutero"
"Anthonomus_grandis_grandis","GCA_022605985.2","Endopterygota",32.81,120506,"C:47.3%[S:42.7%,D:4.6%],F:4.8%,M:47.9%,n:2124",47.3,"0.2.13",64,34.4262,"proto"
"Astreopora_myriophthalma","GCA_014634185.1","Cnidaria",33.33,31248,"C:87.4%[S:0.7%,D:86.7%],F:5.3%,M:7.3%,n:954",87.4,"0.2.13",3,33.3333,"combined"
"Neoitamus_cyanurus","GCA_947538895.1","Diptera",68.66,6868000,"C:96.4%[S:95.3%,D:1.1%],F:0.8%,M:2.8%,n:3285",96.4,"0.2.13",67,74.1935,"proto"
"Homo_sapiens","GCA_018503275.1","Catarrhini",84.08,28898930,"C:99.0%[S:98.6%,D:0.4%],F:0.2%,M:0.8%,n:13780",99,"0.2.13",245,99.0385,"deutero"
"Ptilodon_capucinus","GCA_914767695.1","Lepidoptera",70.15,12643213,"C:92.5%[S:90.0%,D:2.5%],F:2.9%,M:4.6%,n:5286",92.5,"0.2.13",67,75.8065,"proto"
"Pomacea_canaliculata","GCA_004794335.1","Mollusca",75,81153,"C:91.7%[S:90.2%,D:1.5%],F:1.5%,M:6.8%,n:5295",91.7,"0.2.13",52,75,"proto"
"Chesias_legatella","GCA_947359385.1","Lepidoptera",70.15,6173170,"C:93.1%[S:90.9%,D:2.2%],F:3.0%,M:3.9%,n:5286",93.1,"0.2.13",67,75.8065,"proto"
"Cryptosula_pallasiana","GCA_945261195.1","Lophotrochozoa",46.94,1788101,"C:93.9%[S:92.2%,D:1.7%],F:2.3%,M:3.8%,n:954",93.9,"0.2.13",49,46.9388,"proto"
"Sus_scrofa","GCA_007644095.1","Laurasiatheria",76.5,1009524,"C:95.4%[S:94.8%,D:0.6%],F:1.4%,M:3.2%,n:13335",95.4,"0.2.13",217,87.3684,"deutero"
"Sarcophaga_subvicina","GCA_936440885.2","Diptera",67.16,1891271,"C:95.5%[S:94.6%,D:0.9%],F:0.8%,M:3.7%,n:3285",95.5,"0.2.13",67,72.5806,"proto"
"Xylota_sylvarum","GCA_905220385.1","Diptera",76.12,29218644,"C:97.2%[S:96.3%,D:0.9%],F:0.5%,M:2.3%,n:3285",97.2,"0.2.13",67,82.2581,"proto"
